train_number,train_name,origin,destination,seat_class,weather,current_delay_minutes,distance_km,scheduled_halts,hour_of_day,is_rush_hour,will_be_delayed
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,clear,10,465,12,18,1,1
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHULOV,cloudy,0,319,13,2,0,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,0,320,8,5,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,clear,3,240,12,15,0,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,heavy_rain,30,320,4,15,0,1
759,Padma Express,Dhaka (Kamalapur),Rajshahi,AC_S,cloudy,3,343,9,11,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,8,17,1,0
759,Padma Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,0,343,9,14,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHULOV,heavy_rain,0,480,14,13,0,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,clear,2,319,10,14,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),SHULOV,cloudy,4,135,8,5,0,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,2,320,4,11,0,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),AC_B,clear,2,452,6,6,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_BERTH,clear,10,135,8,20,1,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHULOV,clear,73,320,8,20,1,0
731,Barendra Express,Rajshahi,Chilahati,S_CHAIR,cloudy,19,320,13,8,1,1
723,Udayan Express,Sylhet,Chattogram,AC_B,clear,0,430,14,6,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,clear,7,405,13,14,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,25,320,9,4,0,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,0,320,4,0,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),S_CHAIR,clear,0,405,13,22,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHOVAN,heavy_rain,0,460,13,1,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SNIGDHA,cloudy,0,320,9,9,1,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,cloudy,0,320,4,22,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,cloudy,0,480,11,18,1,0
733,Titumir Express,Rajshahi,Chilahati,SHOVAN,cloudy,28,320,12,0,0,1
733,Titumir Express,Rajshahi,Chilahati,SHULOV,clear,2,320,12,16,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),AC_S,cloudy,4,480,14,15,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_BERTH,clear,3,500,15,9,1,1
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_SEAT,light_rain,0,500,15,19,1,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,light_rain,38,343,3,18,1,1
733,Titumir Express,Rajshahi,Chilahati,F_SEAT,light_rain,0,320,12,8,1,1
777,Haor Express,Dhaka (Kamalapur),Mohanganj,SNIGDHA,cloudy,8,280,12,4,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,S_CHAIR,light_rain,0,500,15,5,0,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SNIGDHA,clear,0,460,13,8,1,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHOVAN,cloudy,0,452,6,2,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,38,343,9,3,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SHOVAN,clear,0,480,14,4,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,0,405,13,6,0,0
715,Kapotaksha Express,Khulna,Rajshahi,S_CHAIR,clear,0,280,14,0,0,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHULOV,clear,0,319,11,21,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,clear,0,320,8,7,1,0
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_S,clear,0,320,4,4,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,clear,3,343,9,8,1,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),S_CHAIR,clear,0,405,11,5,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_SEAT,cloudy,0,500,15,16,0,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),S_CHAIR,light_rain,0,460,13,7,1,1
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHOVAN,heavy_rain,57,319,11,1,0,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,AC_B,clear,26,420,7,3,0,1
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,AC_B,cloudy,0,480,13,7,1,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,SHULOV,clear,8,405,13,14,0,1
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,S_CHAIR,clear,6,135,8,20,1,0
723,Udayan Express,Sylhet,Chattogram,SHOVAN,clear,75,430,14,17,1,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,AC_B,cloudy,63,240,11,21,0,1
759,Padma Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,cloudy,0,343,9,17,1,0
731,Barendra Express,Rajshahi,Chilahati,F_SEAT,clear,0,320,13,15,0,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_S,light_rain,21,280,12,16,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,27,320,9,15,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SNIGDHA,cloudy,13,480,14,14,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SNIGDHA,heavy_rain,0,452,6,22,0,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,SHOVAN,heavy_rain,57,452,5,17,1,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,cloudy,0,343,8,7,1,0
723,Udayan Express,Sylhet,Chattogram,S_CHAIR,cloudy,6,430,14,16,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,0,319,8,15,0,0
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,70,320,4,22,0,1
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHULOV,cloudy,0,452,6,10,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,0,343,9,14,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,light_rain,0,319,8,14,0,1
727,Rupsha Express,Khulna,Chilahati,SHOVAN,heavy_rain,20,450,16,18,1,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),S_CHAIR,clear,0,135,8,21,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,light_rain,0,343,9,19,1,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,11,21,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,cloudy,63,343,9,21,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,clear,0,343,3,14,0,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),S_CHAIR,cloudy,0,135,8,23,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_S,light_rain,0,343,8,15,0,0
723,Udayan Express,Sylhet,Chattogram,AC_B,heavy_rain,0,430,14,20,1,1
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,cloudy,17,480,13,9,1,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,0,319,8,0,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SHULOV,cloudy,0,480,11,22,0,1
761,Sagardari Express,Khulna,Rajshahi,F_CHAIR,cloudy,0,280,12,15,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SHULOV,cloudy,2,480,11,0,0,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,4,11,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,9,20,1,1
761,Sagardari Express,Khulna,Rajshahi,F_SEAT,cloudy,6,280,12,22,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_S,clear,20,343,9,13,0,0
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,17,320,8,19,1,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SHULOV,cloudy,24,480,14,3,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SNIGDHA,clear,0,405,13,19,1,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHULOV,clear,18,452,6,4,0,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,heavy_rain,0,452,5,15,0,1
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_B,light_rain,0,320,8,8,1,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,AC_B,light_rain,17,320,4,5,0,1
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),SHULOV,heavy_rain,0,320,8,16,0,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,SHOVAN,clear,0,420,7,6,0,1
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,clear,0,280,12,22,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,S_CHAIR,cloudy,0,452,6,12,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_B,light_rain,0,343,8,4,0,1
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHOVAN,cloudy,0,319,13,9,1,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,clear,0,240,11,2,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SNIGDHA,clear,0,240,11,21,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,cloudy,0,343,9,6,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,7,343,9,18,1,0
715,Kapotaksha Express,Khulna,Rajshahi,SHULOV,heavy_rain,6,280,14,12,0,1
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),S_CHAIR,clear,0,320,8,4,0,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,S_CHAIR,cloudy,3,320,9,4,0,0
761,Sagardari Express,Khulna,Rajshahi,F_BERTH,cloudy,0,280,12,9,1,0
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,32,319,10,1,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,0,320,8,5,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,7,319,8,15,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),SHULOV,cloudy,0,405,13,5,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),SHOVAN,heavy_rain,80,405,13,10,0,1
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,11,320,8,10,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,4,343,9,18,1,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,0,319,8,21,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,clear,32,343,8,12,0,1
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,S_CHAIR,clear,0,320,8,21,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,clear,0,343,9,1,0,0
715,Kapotaksha Express,Khulna,Rajshahi,F_SEAT,cloudy,2,280,14,8,1,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,20,405,13,13,0,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,9,343,8,5,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_S,cloudy,48,480,14,17,1,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,cloudy,0,343,3,4,0,0
761,Sagardari Express,Khulna,Rajshahi,F_CHAIR,light_rain,21,280,12,2,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,cloudy,0,319,10,3,0,1
715,Kapotaksha Express,Khulna,Rajshahi,F_CHAIR,cloudy,9,280,14,1,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,light_rain,5,320,4,1,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),AC_B,light_rain,0,320,4,2,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),SHULOV,cloudy,2,343,9,4,0,0
795,Benapole Express,Dhaka (Kamalapur),Benapole,AC_B,cloudy,0,420,7,2,0,1
715,Kapotaksha Express,Khulna,Rajshahi,F_CHAIR,clear,10,280,14,7,1,1
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,0,320,8,18,1,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_B,clear,0,280,12,8,1,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,cloudy,72,343,9,19,1,1
715,Kapotaksha Express,Khulna,Rajshahi,F_BERTH,cloudy,0,280,14,20,1,0
715,Kapotaksha Express,Khulna,Rajshahi,SHULOV,clear,0,280,14,12,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,heavy_rain,20,319,8,5,0,1
715,Kapotaksha Express,Khulna,Rajshahi,SHULOV,clear,0,280,14,15,0,0
723,Udayan Express,Sylhet,Chattogram,SHULOV,clear,0,430,14,2,0,0
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,SHULOV,clear,1,480,13,20,1,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,S_CHAIR,clear,0,320,4,5,0,0
731,Barendra Express,Rajshahi,Chilahati,SHULOV,light_rain,81,320,13,14,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,AC_S,cloudy,0,319,10,11,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_S,clear,1,460,13,7,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SNIGDHA,cloudy,3,452,6,19,1,1
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_S,heavy_rain,0,343,9,14,0,1
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,0,319,11,4,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,SNIGDHA,cloudy,0,452,5,4,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHOVAN,cloudy,4,319,11,14,0,0
719,Paharika Express,Chattogram,Sylhet,SHULOV,clear,0,430,14,19,1,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,4,19,1,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,cloudy,0,465,12,12,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_S,heavy_rain,0,343,9,5,0,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),AC_S,clear,0,405,11,10,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SHULOV,clear,20,319,10,19,1,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SNIGDHA,clear,78,480,14,4,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,clear,0,480,11,15,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,heavy_rain,0,343,3,22,0,1
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHULOV,light_rain,0,320,8,9,1,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,SNIGDHA,cloudy,68,420,7,0,0,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,8,9,1,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SNIGDHA,cloudy,0,343,9,14,0,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,heavy_rain,52,405,11,20,1,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),SHULOV,light_rain,15,135,8,20,1,0
727,Rupsha Express,Khulna,Chilahati,F_BERTH,cloudy,0,450,16,5,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,16,343,9,9,1,0
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),AC_B,clear,7,320,8,4,0,1
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,clear,0,343,9,19,1,0
715,Kapotaksha Express,Khulna,Rajshahi,F_CHAIR,cloudy,0,280,14,10,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHULOV,cloudy,8,240,10,2,0,0
715,Kapotaksha Express,Khulna,Rajshahi,S_CHAIR,clear,0,280,14,13,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,0,320,9,21,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,cloudy,9,343,9,14,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,5,343,9,21,0,0
723,Udayan Express,Sylhet,Chattogram,AC_S,clear,30,430,14,3,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,0,343,9,21,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),SNIGDHA,cloudy,10,405,13,22,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),AC_S,clear,0,320,9,6,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,AC_S,cloudy,0,240,10,14,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),AC_S,light_rain,0,320,8,14,0,1
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,S_CHAIR,clear,14,460,13,13,0,0
727,Rupsha Express,Khulna,Chilahati,SHOVAN,cloudy,0,450,16,15,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,clear,0,240,11,10,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,light_rain,70,240,10,11,0,1
802,Chattala Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,0,320,12,7,1,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,cloudy,3,465,12,13,0,0
727,Rupsha Express,Khulna,Chilahati,F_CHAIR,light_rain,0,450,16,23,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,clear,0,452,6,15,0,0
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,4,16,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,cloudy,0,343,3,10,0,0
731,Barendra Express,Rajshahi,Chilahati,SHOVAN,clear,3,320,13,22,0,0
715,Kapotaksha Express,Khulna,Rajshahi,S_CHAIR,heavy_rain,2,280,14,3,0,1
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_S,cloudy,4,320,8,22,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_BERTH,clear,0,135,8,6,0,0
731,Barendra Express,Rajshahi,Chilahati,F_BERTH,clear,0,320,13,2,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,cloudy,4,343,8,13,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,light_rain,8,343,3,0,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,SHOVAN,heavy_rain,0,135,8,5,0,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,light_rain,34,320,4,22,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,clear,9,319,13,11,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHOVAN,light_rain,0,480,14,17,1,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,SHULOV,clear,0,405,11,1,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),SHULOV,light_rain,0,135,8,16,0,0
761,Sagardari Express,Khulna,Rajshahi,SHULOV,clear,0,280,12,9,1,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHULOV,clear,0,320,8,3,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),S_CHAIR,clear,52,320,8,23,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SHULOV,cloudy,0,480,11,21,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,AC_S,cloudy,0,240,11,18,1,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),AC_B,clear,0,405,11,13,0,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_B,clear,9,405,11,12,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,heavy_rain,0,480,11,16,0,1
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,0,320,8,15,0,0
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,SNIGDHA,light_rain,0,480,13,3,0,1
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,0,480,14,0,0,1
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),S_CHAIR,clear,0,460,13,23,0,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_B,light_rain,0,343,9,14,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SHULOV,light_rain,3,405,13,14,0,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_CHAIR,clear,0,135,8,12,0,1
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,cloudy,0,240,12,20,1,0
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,SHULOV,clear,43,480,13,17,1,1
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHOVAN,clear,0,460,13,21,0,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,light_rain,0,320,4,17,1,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,0,320,4,0,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,0,319,10,5,0,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,cloudy,0,319,8,22,0,0
719,Paharika Express,Chattogram,Sylhet,AC_S,clear,55,430,14,3,0,1
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHOVAN,clear,55,465,12,8,1,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_B,cloudy,18,343,8,8,1,0
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,0,320,8,2,0,0
733,Titumir Express,Rajshahi,Chilahati,F_SEAT,clear,65,320,12,17,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHOVAN,clear,34,405,11,15,0,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,heavy_rain,0,240,11,1,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,2,320,9,8,1,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,SNIGDHA,light_rain,6,420,7,8,1,0
723,Udayan Express,Sylhet,Chattogram,AC_S,cloudy,21,430,14,4,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_B,light_rain,24,405,13,22,0,1
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHULOV,cloudy,11,320,9,21,0,1
759,Padma Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,clear,0,343,9,6,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,cloudy,17,320,4,20,1,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,heavy_rain,19,319,11,22,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,clear,0,480,11,17,1,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHULOV,cloudy,0,240,11,2,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHOVAN,cloudy,5,319,11,22,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,light_rain,1,240,11,20,1,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,0,343,3,1,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,cloudy,0,319,10,2,0,0
727,Rupsha Express,Khulna,Chilahati,F_SEAT,heavy_rain,0,450,16,5,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_B,clear,11,480,11,10,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_S,heavy_rain,21,405,13,2,0,1
761,Sagardari Express,Khulna,Rajshahi,F_BERTH,cloudy,36,280,12,1,0,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_B,light_rain,0,280,12,20,1,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,clear,7,320,4,13,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,12,19,1,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,AC_B,cloudy,0,240,11,0,0,1
733,Titumir Express,Rajshahi,Chilahati,F_SEAT,light_rain,0,320,12,15,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),AC_S,light_rain,1,319,11,16,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,light_rain,0,319,8,10,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHOVAN,cloudy,0,480,14,17,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),AC_S,cloudy,0,452,6,15,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,clear,10,465,12,13,0,1
733,Titumir Express,Rajshahi,Chilahati,F_BERTH,cloudy,0,320,12,19,1,0
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,light_rain,0,320,13,0,0,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SHOVAN,clear,5,320,4,11,0,1
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SNIGDHA,clear,16,452,6,7,1,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,23,319,10,3,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),AC_S,clear,64,405,11,19,1,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,clear,0,320,9,22,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_S,light_rain,29,480,11,9,1,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,light_rain,27,320,4,6,0,0
733,Titumir Express,Rajshahi,Chilahati,SHULOV,cloudy,3,320,12,20,1,0
